Gene,sgRNA,OELOW|beta,OELOW|z,OELOW|p-value,OELOW|fdr,OELOW|wald-p-value,OELOW|wald-fdr,OEHIGH|beta,OEHIGH|z,OEHIGH|p-value,OEHIGH|fdr,OEHIGH|wald-p-value,OEHIGH|wald-fdr
SLC35B2,8,0.23063,1.5703,0.6378,0.91182,0.11634,0.31409,-0.15422,-1.05,0.88058,0.97317,0.29373,0.99611
KCNG1,8,-0.29018,-1.3387,0.38353,0.80454,0.18068,0.39878,-0.15227,-0.7041,0.88681,0.97406,0.48137,0.99611
HEPH,8,0.0099728,0.032463,0.9101,0.98895,0.9741,0.98885,0.22865,0.74578,0.058727,0.28125,0.4558,0.99611
NDUFS6,8,0.13638,0.60104,0.82743,0.97458,0.54781,0.72882,0.1089,0.48021,0.28281,0.61836,0.63108,0.99611
ENOSF1,8,0.12224,0.58032,0.85728,0.97939,0.5617,0.7362,0.20527,0.97499,0.088255,0.35535,0.32957,0.99611
HSD3B1,8,0.059023,0.29405,0.99409,0.99704,0.76872,0.87825,0.04052,0.20198,0.48589,0.78704,0.83993,0.99611
CYP3A5,8,0.30589,0.64506,0.50919,0.87158,0.51889,0.70669,0.038913,0.082113,0.49114,0.7895,0.93456,0.99611
ABCA10,8,-0.31977,-0.97214,0.34285,0.78118,0.33098,0.54918,0.14744,0.45221,0.19652,0.52724,0.65111,0.99611
SUOX,8,0.085994,0.4764,0.93438,0.99138,0.63379,0.79269,-0.28818,-1.5964,0.50262,0.79482,0.11041,0.65218
ENOPH1,8,-0.01812,-0.049909,0.84908,0.97939,0.96019,0.98211,0.11052,0.3046,0.27789,0.61155,0.76067,0.99611
SLC10A2,8,0.035043,0.10411,0.95833,0.99425,0.91708,0.95859,0.26084,0.77814,0.031496,0.19512,0.43649,0.99611
PRDX1,8,-0.79961,-3.8099,0.043963,0.34359,0.00013901,0.0025071,0.017189,0.082184,0.55741,0.82038,0.9345,0.99611
LYPLAL1,8,0.052792,0.26871,0.99409,0.99704,0.78815,0.88711,0.11906,0.60665,0.25951,0.59251,0.54408,0.99611
CYP27B1,8,-0.34833,-0.92354,0.31496,0.76494,0.35573,0.57213,-0.72108,-1.9113,0.05315,0.26689,0.055965,0.40712
CKB,8,0.14853,0.65315,0.8002,0.95989,0.51366,0.70269,0.033589,0.14777,0.50623,0.79659,0.88252,0.99611
IYD,8,0.36497,1.1226,0.41404,0.82322,0.26162,0.48397,0.41555,1.2802,0.0013123,0.020408,0.20047,0.88171
HMOX2,8,0.61965,0.69514,0.14042,0.57682,0.48697,0.68377,-0.098176,-0.11008,0.93963,0.98929,0.91235,0.99611
DSEL,8,0.47822,1.61,0.26509,0.73455,0.10739,0.30168,0.26504,0.8926,0.028871,0.18565,0.37207,0.99611
OAS3,8,0.49672,1.3695,0.23917,0.70231,0.17085,0.38518,0.042581,0.11739,0.47835,0.78315,0.90655,0.99611
SLC9A7,8,0.48441,1.7372,0.25525,0.7197,0.082351,0.26913,0.26312,0.94428,0.030184,0.19048,0.34503,0.99611
ABCC5,8,0.29449,1.0345,0.52395,0.87405,0.30092,0.52064,0.12058,0.42406,0.25558,0.5897,0.67152,0.99611
CNGA1,8,-0.23142,-0.82289,0.46883,0.85322,0.41057,0.6186,0.012433,0.044495,0.57251,0.82993,0.96451,0.99611
LRAT,8,0.69655,2.2076,0.099738,0.52048,0.02727,0.15003,0.25998,0.82384,0.032152,0.19639,0.41003,0.99611
ACSM4,8,0.065537,0.13355,0.98097,0.9947,0.89376,0.94491,-0.066081,-0.13477,0.83005,0.95652,0.8928,0.99611
KCNC2,8,-0.054335,-0.14966,0.77756,0.95296,0.88103,0.93731,-0.072491,-0.19979,0.85203,0.96221,0.84164,0.99611
CRYZL1,8,0.42623,1.0309,0.33136,0.77633,0.30257,0.52162,-0.044305,-0.10712,0.76148,0.93026,0.9147,0.99611
DHRS9,8,0.6836,2.6535,0.10531,0.5297,0.0079667,0.070402,0.24221,0.93991,0.0479,0.25303,0.34727,0.99611
NEU1,8,-0.13843,-0.30421,0.61516,0.89899,0.76097,0.87197,-0.095702,-0.21058,0.93241,0.98682,0.83322,0.99611
CYP3A7,8,0.52018,1.2115,0.21883,0.67374,0.22571,0.44998,0.23766,0.55355,0.051181,0.26263,0.57988,0.99611
ARSB,8,-0.0041483,-0.011194,0.8773,0.98672,0.99107,0.99696,-0.11074,-0.29947,0.97802,0.99466,0.76458,0.99611
MGAT2,8,0.39149,1.2785,0.37238,0.79482,0.20107,0.42469,0.024223,0.079104,0.53642,0.81114,0.93695,0.99611
CHPT1,8,0.27341,1.1085,0.56102,0.87963,0.26766,0.4893,0.04394,0.17815,0.4731,0.77904,0.8586,0.99611
PI4K2A,8,0.49414,2.2159,0.24442,0.70822,0.026698,0.14799,0.012052,0.054027,0.57316,0.82993,0.95691,0.99611
FN3KRP,8,-0.060936,-0.36171,0.76247,0.95292,0.71757,0.84511,0.017834,0.10597,0.55446,0.8188,0.91561,0.99611
SRR,8,-0.23224,-1.2063,0.46785,0.85322,0.22769,0.45271,0.072462,0.37736,0.37959,0.70506,0.70591,0.99611
APOA1,8,0.09307,0.25322,0.91699,0.99138,0.8001,0.89625,0.12813,0.34885,0.23458,0.56791,0.7272,0.99611
DUS3L,8,0.3783,1.2122,0.39304,0.81165,0.22545,0.44998,-0.21873,-0.69889,0.68537,0.89168,0.48462,0.99611
NDUFAF2,8,0.19496,0.83837,0.70604,0.9316,0.40182,0.61385,-0.28529,-1.2251,0.50984,0.79897,0.22055,0.92564
PRPS2,8,-0.9587,-2.9319,0.020341,0.23077,0.0033685,0.035774,-0.020498,-0.063497,0.67618,0.88836,0.94937,0.99611
L2HGDH,8,0.96001,1.3989,0.023294,0.24912,0.16185,0.37341,0.009632,0.014031,0.57776,0.83082,0.98881,0.99611
CACNG4,8,-0.13426,-0.33313,0.62238,0.90247,0.73904,0.85846,-0.13841,-0.34384,0.92782,0.98434,0.73096,0.99611
CUBN,8,-0.099711,-0.22992,0.68635,0.92854,0.81816,0.90386,-0.0033727,-0.0078258,0.62369,0.86018,0.99376,0.99613
MCCC2,8,0.32238,0.6824,0.48196,0.8631,0.49499,0.6894,0.14253,0.3019,0.20604,0.53998,0.76273,0.99611
KCNJ6,8,0.342,1.2016,0.45046,0.84649,0.22953,0.45341,0.16157,0.56789,0.16306,0.49027,0.57011,0.99611
KCNMB3,8,0.3423,0.67756,0.45046,0.84649,0.49805,0.69191,0.35116,0.69536,0.0065617,0.074627,0.48683,0.99611
SLC45A2,8,-0.54405,-2.1506,0.14731,0.58085,0.031511,0.16115,-0.070385,-0.28021,0.84646,0.96161,0.77932,0.99611
PTGES,8,0.1121,0.34684,0.87861,0.98746,0.72871,0.85198,0.1888,0.5851,0.11253,0.40544,0.55848,0.99611
ST8SIA3,8,0.021144,0.084723,0.93307,0.99138,0.93248,0.96642,0.3459,1.3875,0.0072178,0.077966,0.1653,0.82073
NNMT,8,-0.29583,-1.3658,0.37631,0.79875,0.17199,0.38518,-0.10316,-0.47839,0.95505,0.99224,0.63237,0.99611
HK1,8,0.40582,1.2861,0.3563,0.78982,0.19841,0.4226,0.11426,0.36213,0.26739,0.59926,0.71725,0.99611
GLDC,8,0.10132,0.33344,0.90125,0.98851,0.7388,0.85846,0.017726,0.058409,0.55512,0.81937,0.95342,0.99611
UGT2B10,8,0.4643,1.0461,0.2815,0.74153,0.29553,0.51665,0.22845,0.51523,0.058727,0.28125,0.60639,0.99611
GGTLC1,8,0.036442,0.13384,0.96063,0.99425,0.89353,0.94491,-0.075188,-0.27645,0.85991,0.96401,0.7822,0.99611
ABCC1,8,0.81566,1.0941,0.054462,0.37955,0.27392,0.4952,0.059719,0.08004,0.42093,0.74033,0.93621,0.99611
MLYCD,8,0.96257,2.07,0.023294,0.24912,0.038453,0.18082,0.065936,0.14178,0.39633,0.71691,0.88725,0.99611
AADACL2,8,0.44099,1.1536,0.3107,0.76064,0.24867,0.47343,0.42258,1.1056,0.0013123,0.020408,0.26891,0.98689
FUT2,8,0.15332,0.72069,0.79331,0.95838,0.4711,0.67288,0.19165,0.90219,0.10761,0.39423,0.36696,0.99611
ATP5G2,8,-0.53622,-1.0666,0.1519,0.58386,0.28617,0.5086,-0.34925,-0.69835,0.37631,0.7011,0.48496,0.99611
CTPS2,8,0.26526,0.6531,0.57448,0.88419,0.51369,0.70269,0.16741,0.41265,0.14993,0.47407,0.67986,0.99611
PCCA,8,-0.1089,-0.36553,0.67028,0.92193,0.71471,0.84374,0.1438,0.48579,0.20374,0.53627,0.62711,0.99611
KCNJ16,8,0.268,0.57488,0.56923,0.8825,0.56537,0.74,0.05925,0.12717,0.42192,0.74121,0.89881,0.99611
SLC35E3,8,0.24925,0.9345,0.60335,0.8962,0.35005,0.56692,-0.21602,-0.80961,0.69554,0.89489,0.41817,0.99611
UGT2B17,8,0.157,0.32218,0.78215,0.95398,0.74732,0.86478,0.47554,0.97807,0,0,0.32804,0.99611
COX7A2L,8,0.11909,0.5231,0.86352,0.98136,0.6009,0.76698,0.18701,0.82273,0.11549,0.40978,0.41066,0.99611
GAD1,8,0.10074,0.18826,0.90223,0.98851,0.85068,0.92076,0.21916,0.41069,0.066601,0.29809,0.6813,0.99611
HS3ST2,8,0.89353,1.2485,0.034121,0.30409,0.21184,0.4354,-0.14621,-0.20409,0.90879,0.98229,0.83828,0.99611
HSD17B1,8,0.05782,0.14899,0.99803,0.99869,0.88156,0.93754,-0.044885,-0.11584,0.76345,0.93155,0.90778,0.99611
PON1,8,0.516,1.7048,0.22244,0.68104,0.088235,0.27609,0.17504,0.57834,0.13648,0.44973,0.56304,0.99611
EPX,8,-0.17628,-0.42725,0.54954,0.87689,0.66919,0.81313,-0.067822,-0.16509,0.83793,0.96087,0.86887,0.99611
ABCC11,8,0.4095,0.54667,0.35171,0.78843,0.58461,0.75439,0.30606,0.40902,0.011155,0.095238,0.68252,0.99611
ARSH,8,-0.017871,-0.033648,0.84908,0.97939,0.97316,0.98873,0.19646,0.37096,0.099409,0.37875,0.71066,0.99611
PLCB1,8,0.010981,0.046236,0.91339,0.99075,0.96312,0.98345,0.25841,1.092,0.033465,0.20238,0.27485,0.99151
PCYT1B,8,0.40042,0.77177,0.36385,0.79181,0.44025,0.64606,0.33966,0.65609,0.0075459,0.077966,0.51177,0.99611
APOA4,8,0.091811,0.36337,0.92192,0.99138,0.71633,0.84413,0.16196,0.64141,0.16207,0.49027,0.52125,0.99611
FASN,8,-0.13856,-0.72724,0.61516,0.89899,0.46708,0.66892,-0.33435,-1.757,0.40682,0.72855,0.078917,0.51618
ME3,8,0.6124,1.9685,0.14567,0.58039,0.049009,0.20271,0.30352,0.9757,0.012139,0.10109,0.32921,0.99611
FTO,8,1.046,1.8817,0.012467,0.16034,0.059871,0.22501,0.34533,0.6211,0.0072178,0.077966,0.53453,0.99611
SLC22A25,8,0.2235,0.49229,0.65092,0.91856,0.62252,0.78503,-0.25649,-0.56446,0.58169,0.83279,0.57244,0.99611
PLCG1,8,0.082309,0.3903,0.94193,0.99138,0.69631,0.83165,0.022908,0.10874,0.5397,0.81114,0.91341,0.99611
ELOVL7,8,-0.023866,-0.1277,0.83563,0.97774,0.89839,0.94631,0.34724,1.8604,0.0072178,0.077966,0.062829,0.44125
HS3ST5,8,0.33622,1.2027,0.46161,0.85322,0.2291,0.45341,0.17837,0.63845,0.12992,0.43654,0.52318,0.99611
KCNB2,8,0.2897,0.94601,0.5315,0.87473,0.34415,0.56154,0.13022,0.42549,0.22999,0.5616,0.67048,0.99611
PNLIPRP2,8,0.58275,1.4668,0.16699,0.60829,0.14242,0.34945,0.27632,0.6956,0.022966,0.16092,0.48668,0.99611
ACSM1,8,0.46299,1.2509,0.28182,0.74153,0.21096,0.4354,-0.13488,-0.36431,0.93832,0.98825,0.71562,0.99611
INMT,8,-0.15236,-0.22459,0.59154,0.89169,0.8223,0.9058,-0.1069,-0.15791,0.96522,0.99224,0.87453,0.99611
CHPF,8,0.7204,2.5395,0.086614,0.49162,0.011101,0.088113,0.25842,0.91084,0.033465,0.20238,0.36238,0.99611
IDH3B,8,0.45906,1.4598,0.28576,0.74153,0.14435,0.35142,-0.028701,-0.09124,0.70505,0.89804,0.9273,0.99611
GABRR2,8,0.67774,1.452,0.10761,0.53333,0.14649,0.35349,0.12511,0.2678,0.24475,0.58147,0.78885,0.99611
CHKB,8,0.10017,0.28146,0.90322,0.98851,0.77836,0.8826,0.045277,0.1274,0.4685,0.77531,0.89862,0.99611
KDM3A,8,0.40202,1.0597,0.36155,0.79181,0.28928,0.51324,-0.13551,-0.35684,0.93734,0.98825,0.72121,0.99611
DIO2,8,0.2861,1.2407,0.53871,0.87689,0.21472,0.43689,0.13429,0.58279,0.2208,0.55065,0.56003,0.99611
ITPR1,8,0.032197,0.050558,0.95243,0.99418,0.95968,0.98191,0.024652,0.038717,0.53478,0.81114,0.96912,0.99611
PLD6,8,0.21015,1.1108,0.67651,0.92604,0.26666,0.48875,0.21149,1.1184,0.079724,0.33564,0.26338,0.97899
INPP5E,8,0.10231,0.49049,0.89862,0.98851,0.62379,0.78566,-0.1038,-0.49783,0.95604,0.99224,0.6186,0.99611
ATP2A1,8,0.2035,0.31817,0.69029,0.92854,0.75035,0.86535,-0.46335,-0.72297,0.21424,0.55033,0.4697,0.99611
INSIG2,8,0.13155,0.31183,0.83694,0.97814,0.75517,0.86847,-0.092121,-0.21872,0.91864,0.98255,0.82687,0.99611
GNPTG,8,0.39924,1.3654,0.36549,0.79181,0.17212,0.38518,-0.039857,-0.13629,0.74606,0.92177,0.89159,0.99611
GRIA4,8,0.26897,1.1296,0.5689,0.8825,0.25864,0.48209,0.095206,0.40041,0.31923,0.65722,0.68885,0.99611
ELOVL5,8,0.69792,1.4782,0.098753,0.52048,0.13934,0.34456,0.46855,0.99292,0,0,0.32075,0.99611
DPYD,8,0.61529,1.2106,0.14337,0.58039,0.22605,0.45033,0.34831,0.6855,0.0072178,0.077966,0.49303,0.99611
CYP51A1,8,0.32409,1.6158,0.48031,0.86227,0.10613,0.29915,0.10017,0.49965,0.30774,0.64869,0.61732,0.99611
PNLIPRP1,8,0.36545,1.1253,0.41306,0.82288,0.26045,0.48282,0.26,0.80067,0.032152,0.19639,0.42332,0.99611
ADPGK,8,0.38846,1.8229,0.37598,0.79861,0.068314,0.24127,0.18379,0.86266,0.12106,0.42075,0.38833,0.99611
GALNT4,8,0.5641,1.6786,0.1811,0.62162,0.093237,0.28179,0.13269,0.39477,0.22474,0.55556,0.69301,0.99611
SLC35F1,8,0.31445,1.4031,0.49541,0.86583,0.1606,0.37168,0.24613,1.099,0.043963,0.24188,0.27176,0.98689
SPHK1,8,-0.15771,-0.29046,0.5794,0.88655,0.77147,0.8797,-0.011091,-0.020474,0.64764,0.87048,0.98367,0.99611
ITPR2,8,0.58297,1.603,0.16634,0.60791,0.10893,0.30293,0.067492,0.18534,0.3937,0.71429,0.85296,0.99611
FABP9,8,0.72212,1.6438,0.086614,0.49162,0.10022,0.29088,0.11953,0.27189,0.25853,0.59248,0.78571,0.99611
SLC15A4,8,0.56498,2.0072,0.18045,0.62007,0.04473,0.19396,0.18928,0.67243,0.11188,0.40355,0.50131,0.99611
LDHC,8,0.40768,1.5588,0.354,0.78874,0.11904,0.31716,0.1811,0.69261,0.12664,0.43225,0.48856,0.99611
PDE3B,8,0.1307,0.41897,0.83858,0.97931,0.67523,0.81606,-0.05245,-0.16822,0.78675,0.94261,0.86641,0.99611
PANK1,8,-0.23351,-0.81189,0.46588,0.85322,0.41686,0.62461,0.028928,0.10074,0.52231,0.80567,0.91976,0.99611
SULT1A2,8,0.8929,2.0035,0.034121,0.30409,0.045121,0.19425,0.26743,0.59889,0.028543,0.18511,0.54924,0.99611
CHIT1,8,0.22496,0.59794,0.64797,0.91818,0.54988,0.73062,-0.14952,-0.39735,0.89797,0.98065,0.69111,0.99611
MAOA,8,0.009615,0.046666,0.90945,0.98894,0.96278,0.98345,0.24821,1.2079,0.041339,0.23162,0.2271,0.93737
CHST4,8,1.0263,1.6548,0.01378,0.17213,0.097975,0.28897,0.28005,0.45147,0.021325,0.1533,0.65165,0.99611
SLC24A5,8,0.41822,1.2362,0.34252,0.78118,0.21638,0.4391,0.31319,0.9259,0.010171,0.089855,0.3545,0.99611
SLC25A14,8,0.37075,1.3878,0.40518,0.81464,0.1652,0.37832,-0.0027525,-0.010302,0.62205,0.86018,0.99178,0.99611
ACSS3,8,0.12294,0.26081,0.85597,0.97939,0.79424,0.89165,0.035778,0.075957,0.49902,0.7926,0.93945,0.99611
LPCAT2,8,0.71445,1.4449,0.089239,0.49817,0.14849,0.35581,0.34235,0.6923,0.0075459,0.077966,0.48875,0.99611
SLC26A10,8,0.87368,1.8994,0.03937,0.32609,0.057507,0.22044,-0.28136,-0.61092,0.52231,0.80567,0.54125,0.99611
TMLHE,8,0.32368,1.031,0.48064,0.86227,0.30253,0.52162,0.33599,1.0721,0.0082021,0.082781,0.28369,0.99151
CP,8,-0.042332,-0.14861,0.79987,0.95989,0.88186,0.93754,0.0081373,0.028673,0.58301,0.8331,0.97713,0.99611
KCTD7,8,0.73449,1.5281,0.081365,0.48249,0.12648,0.32769,0.033694,0.070075,0.50623,0.79659,0.94413,0.99611
GCLM,8,0.29594,1.2454,0.52133,0.87164,0.21299,0.43612,0.12887,0.54242,0.23294,0.56653,0.58753,0.99611
GTDC1,8,0.55552,0.99004,0.18865,0.63181,0.32216,0.54161,0.097735,0.17415,0.31496,0.6571,0.86174,0.99611
PCYT2,8,0.6853,1.9714,0.10466,0.52902,0.048673,0.20215,-0.51025,-1.4654,0.17224,0.50047,0.14281,0.76625
PGM5,8,0.15916,0.85668,0.77953,0.95307,0.39162,0.60596,0.013051,0.070285,0.57054,0.82849,0.94397,0.99611
SIRT1,8,0.21877,0.46941,0.65978,0.9204,0.63878,0.79564,-0.23018,-0.49329,0.64928,0.87066,0.62181,0.99611
MANEAL,8,0.44748,0.95086,0.30348,0.75326,0.34168,0.55885,0.30917,0.65707,0.010499,0.091691,0.51114,0.99611
TFR2,8,0.24617,0.70566,0.60663,0.8967,0.4804,0.67996,-0.10563,-0.3028,0.96129,0.99224,0.76204,0.99611
DPEP3,8,1.0797,1.7348,0.010499,0.14414,0.082771,0.26913,0.1922,0.30874,0.10663,0.39299,0.75752,0.99611
CPT1B,8,0.3175,0.47534,0.49081,0.86583,0.63455,0.79299,0.17293,0.25904,0.14075,0.45784,0.7956,0.99611
GCH1,8,0.075043,0.32531,0.96096,0.99425,0.74494,0.86364,0.1534,0.66546,0.18143,0.50857,0.50576,0.99611
HADHB,8,-0.086907,-0.27825,0.71424,0.93715,0.78082,0.88441,0.3037,0.97514,0.012139,0.10109,0.32949,0.99611
CERS3,8,0.5036,1.3695,0.2336,0.69463,0.17084,0.38518,0.17166,0.46682,0.1437,0.46349,0.64063,0.99611
PCBD1,8,0.29078,1.9235,0.52986,0.87466,0.054421,0.21352,0.28917,1.9133,0.017717,0.13466,0.055715,0.40627
ADH5,8,0.036562,0.13676,0.96096,0.99425,0.89122,0.94321,0.19518,0.73172,0.10236,0.38547,0.46434,0.99611
ABCB11,8,0.2032,0.81893,0.69062,0.92854,0.41283,0.62004,0.23167,0.93548,0.057087,0.28125,0.34954,0.99611
HMGCL,8,0.69614,2.8128,0.10007,0.52048,0.0049118,0.049247,0.14773,0.59688,0.19521,0.52469,0.55059,0.99611
SLC16A4,8,0.56627,1.9785,0.17913,0.61835,0.047878,0.20018,0.10321,0.36058,0.29626,0.63305,0.71841,0.99611
IP6K3,8,0.4876,0.92988,0.25066,0.71295,0.35243,0.56902,0.070546,0.13451,0.3855,0.71083,0.893,0.99611
ARG1,8,0.18202,0.40108,0.73294,0.94381,0.68836,0.82603,-0.079101,-0.17444,0.87369,0.96982,0.86152,0.99611
GALNT1,8,0.68021,2.5307,0.10663,0.53333,0.011385,0.089668,0.20903,0.77738,0.082349,0.34057,0.43693,0.99611
ACSM2A,8,0.86552,1.1497,0.040354,0.32713,0.25028,0.4744,0.20432,0.27114,0.089567,0.35547,0.78629,0.99611
AKR1B15,8,0.061487,0.20572,0.98819,0.99504,0.83701,0.91245,-0.086598,-0.28997,0.90223,0.98214,0.77184,0.99611
ABAT,8,0.52669,1.5082,0.21391,0.66531,0.13151,0.33347,-0.079531,-0.2277,0.87467,0.96982,0.81988,0.99611
SHMT2,8,0.47912,1.3393,0.26345,0.73266,0.18046,0.39864,-0.24217,-0.67688,0.61877,0.85994,0.49848,0.99611
CYP3A43,8,0.64485,2.319,0.12434,0.55587,0.020398,0.12872,0.23706,0.85245,0.051837,0.265,0.39396,0.99611
SCN4B,8,0.14198,0.50532,0.81398,0.9665,0.61333,0.77699,0.24036,0.85699,0.049213,0.25685,0.39145,0.99611
SLC26A6,8,0.48325,1.0553,0.25689,0.72299,0.2913,0.51381,0.06749,0.14736,0.3937,0.71429,0.88285,0.99611
ACOT13,8,0.27081,1.024,0.56529,0.88088,0.30586,0.52551,0.24797,0.93927,0.041339,0.23162,0.34759,0.99611
SULT1B1,8,0.65969,1.6552,0.11745,0.5416,0.097884,0.28897,0.15656,0.39268,0.1729,0.50047,0.69456,0.99611
GDPD1,8,0.34936,0.73235,0.43668,0.83344,0.46395,0.66673,0.20438,0.42854,0.089567,0.35547,0.66826,0.99611
SLC39A9,8,0.41837,0.82607,0.34252,0.78118,0.40876,0.61659,0.17186,0.3394,0.14272,0.46129,0.73431,0.99611
B3GALT6,8,0.49444,1.2056,0.24311,0.70822,0.22798,0.45299,-0.30336,-0.73888,0.46982,0.77531,0.45998,0.99611
BST1,8,0.4714,1.0897,0.271,0.73816,0.27585,0.4978,0.18756,0.43364,0.11417,0.40702,0.66455,0.99611
HDHD1,8,0.80848,2.0496,0.055774,0.38117,0.0404,0.18545,0.55618,1.411,0,0,0.15824,0.80792
PCBD2,8,0.22664,1.1633,0.64501,0.9157,0.2447,0.46968,0.17196,0.88407,0.14272,0.46129,0.37666,0.99611
TRPV6,8,0.25652,0.5456,0.59055,0.89109,0.58534,0.75494,-0.043273,-0.092057,0.75722,0.92915,0.92665,0.99611
DPYS,8,-0.025978,-0.087361,0.83169,0.97538,0.93038,0.96585,0.10659,0.35933,0.28839,0.62562,0.71934,0.99611
ADIPOR2,8,-0.01311,-0.03228,0.85892,0.98052,0.97425,0.98885,0.011916,0.029389,0.57316,0.82993,0.97655,0.99611
GLOD5,8,0.38055,0.91365,0.39009,0.80995,0.3609,0.57683,0.2931,0.7044,0.016404,0.1269,0.48118,0.99611
ATP5J2,8,-0.30419,-0.8607,0.36483,0.79181,0.3894,0.60495,-0.66364,-1.8777,0.077428,0.32869,0.06042,0.42928
OSBPL8,8,0.38927,1.1532,0.37434,0.79623,0.24883,0.47343,0.13153,0.38983,0.22802,0.55949,0.69666,0.99611
SLC36A1,8,0.15064,0.35951,0.79757,0.95989,0.71921,0.84553,0.16551,0.39563,0.15387,0.48255,0.69238,0.99611
COX6A1,8,-0.11928,-0.45813,0.6519,0.91906,0.64686,0.80245,-0.27561,-1.0587,0.53707,0.81114,0.28972,0.99611
PDE6H,8,0.2602,0.74988,0.58366,0.88911,0.45333,0.65672,0.12244,0.3532,0.24869,0.58398,0.72394,0.99611
AQP6,8,0.56871,2.5333,0.17651,0.61276,0.011299,0.089218,0.033032,0.14712,0.50755,0.79701,0.88304,0.99611
CYP11B1,8,0.24438,0.99236,0.61188,0.89884,0.32102,0.54029,0.22383,0.90952,0.062992,0.29179,0.36308,0.99611
CYP2A7,8,0.30272,0.99885,0.51345,0.87164,0.31787,0.53617,-0.15078,-0.49739,0.89304,0.97703,0.61891,0.99611
CYB5B,8,0.79255,1.4206,0.061352,0.40302,0.15543,0.36386,-0.41388,-0.74132,0.27329,0.60582,0.4585,0.99611
PLA2G10,8,0.9207,1.9682,0.029528,0.28213,0.049043,0.20271,-0.082816,-0.17649,0.88944,0.97518,0.85991,0.99611
ARSI,8,0.057235,0.21898,0.99934,0.99934,0.82666,0.90749,-0.02329,-0.089144,0.68668,0.89216,0.92897,0.99611
ALDH3A2,8,0.6412,2.0229,0.1273,0.55587,0.04308,0.19159,0.1424,0.44914,0.20604,0.53998,0.65333,0.99611
AMDHD2,8,0.34532,0.9496,0.44357,0.83975,0.34232,0.55885,-0.44486,-1.222,0.23622,0.57007,0.22169,0.92565
PPAP2A,8,-0.074589,-0.32223,0.74081,0.94664,0.74728,0.86478,-0.016112,-0.069688,0.66437,0.88082,0.94444,0.99611
PLA2G16,8,0.032174,0.10179,0.95243,0.99418,0.91892,0.96019,0.070333,0.22301,0.38615,0.71118,0.82353,0.99611
PLCH1,8,0.15463,0.48393,0.78871,0.95701,0.62844,0.78866,0.062357,0.1952,0.4101,0.73099,0.84524,0.99611
ACSL1,8,-0.083617,-0.18507,0.72113,0.94052,0.85317,0.92085,0.27672,0.61489,0.022966,0.16092,0.53863,0.99611
HPGD,8,0.6417,2.2231,0.1273,0.55587,0.026211,0.14713,0.25623,0.88764,0.035433,0.21218,0.37473,0.99611
SLC2A3,8,0.16563,1.1353,0.77165,0.95292,0.25624,0.47916,0.10076,0.6911,0.30741,0.64869,0.48951,0.99611
LMF1,8,0.70999,0.9598,0.093176,0.51146,0.33716,0.55642,0.058865,0.07956,0.42421,0.74383,0.93659,0.99611
TRPM3,8,0.21113,0.68565,0.67487,0.92574,0.49294,0.68826,0.28063,0.91191,0.021325,0.1533,0.36182,0.99611
TNFRSF1A,8,0.39715,1.5018,0.36745,0.79181,0.13315,0.33541,0.007738,0.029259,0.58465,0.8331,0.97666,0.99611
CYP2D6,8,0.35772,0.52617,0.42388,0.82832,0.59877,0.76522,0.32459,0.47752,0.0088583,0.083582,0.63299,0.99611
SLC8A2,8,0.17846,1.2493,0.7418,0.94664,0.21154,0.4354,-0.12323,-0.86276,0.97507,0.99465,0.38827,0.99611
GPLD1,8,0.694,2.1459,0.10072,0.52122,0.031878,0.16194,0.051193,0.15805,0.44783,0.75918,0.87442,0.99611
TRPC7,8,0.12325,0.7047,0.85531,0.97939,0.481,0.67999,0.1944,1.1117,0.104,0.38896,0.26625,0.98488
SLC44A1,8,0.45169,1.4847,0.29724,0.75,0.13763,0.3416,0.26457,0.87001,0.029199,0.18658,0.3843,0.99611
SCP2,8,0.17844,0.78032,0.7418,0.94664,0.4352,0.64222,0.18914,0.82779,0.11188,0.40355,0.40779,0.99611
KCNG2,8,0.51581,2.3398,0.22277,0.68104,0.019292,0.12431,0.2919,1.3242,0.01706,0.13065,0.18543,0.85176
STARD3NL,8,-0.13653,-0.59611,0.61877,0.89981,0.5511,0.73103,0.34745,1.518,0.0072178,0.077966,0.12901,0.71885
SLC25A27,8,-0.15481,-0.52206,0.58629,0.89049,0.60163,0.76758,0.21514,0.7314,0.073819,0.31735,0.46453,0.99611
MMAB,8,-0.11506,-0.53669,0.66109,0.9204,0.59148,0.75973,0.0036531,0.017043,0.60236,0.84375,0.9864,0.99611
SLC22A9,8,0.33423,0.83533,0.4649,0.85322,0.40353,0.61406,-0.10127,-0.25305,0.94915,0.99224,0.80023,0.99611
AQP1,8,0.13712,0.58016,0.82513,0.97369,0.56181,0.7362,0.17026,0.72157,0.14797,0.47089,0.47056,0.99611
ATP5G3,8,0.29615,0.7502,0.521,0.87164,0.45314,0.65672,0.10363,0.26305,0.29626,0.63305,0.79251,0.99611
NUDT1,8,-0.074478,-0.20333,0.7418,0.94664,0.83888,0.91302,0.1286,0.35132,0.23392,0.56677,0.72535,0.99611
ADH6,8,0.27288,0.67457,0.56102,0.87963,0.49995,0.69265,0.22928,0.567,0.058399,0.28125,0.57071,0.99611
FUT8,8,0.29756,0.83758,0.51936,0.87164,0.40227,0.61398,0.044801,0.12617,0.47014,0.77543,0.8996,0.99611
